time,user,host,query_time,lock_time,rows_send,rows_examined,query_string
2015-04-27 02:30:57,ishome[ishome],114.207.114.57,302.115452,0.000046,1,1,"select objectname_kor 						,headline 						,origin_path 						,thumb_path 						,pic_mediatime 						,media_type 					from tz_cms_contents where contents_no = '2010727h1822857'; "
2015-04-28 02:31:15,ishome[ishome],192.168.150.41,290.267644,0.000066,3,6,"SELECT  category_no     /* 카테고리 번호 */                ,category_nm     /* 카테고리명 */         FROM   ishomedb.tz_board_category         WHERE  master_no = '148'             AND use_yn = 'Y'         ORDER  BY  sort; "
2015-04-28 02:31:15,ishome[ishome],192.168.150.41,32.768684,0.000209,1,0,"SELECT COUNT(a.f_stu_test_id) AS cnt         FROM (             SELECT st.f_stu_test_id             FROM edubasestudydb.t_student_test st             INNER JOIN ishomedb.tz_student s             ON st.f_user_cd = s.student_no             INNER JOIN ishomedb.tz_purchase_student ps             ON s.student_no = ps.temp_student_no             INNER JOIN ishomedb.tz_purchase p             ON ps.purchase_no = p.purchase_no             AND IFNULL(p.status_gbn, 10001) != 10010             WHERE DATE_FORMAT(IFNULL(s.end_de, NOW()), '%Y-%m-%d') >= DATE_FORMAT(NOW(), '%Y-%m-%d')                 AND s.teacher_id = 417992                 AND st.f_ischeckpoint = 'N'             GROUP BY st.f_test_id, st.f_user_cd         ) a; "
2015-04-28 02:31:15,ishome[ishome],192.168.150.41,291.639077,0.001137,31,44744,"SELECT x.board_num               ,ADDDATE(DATE_FORMAT(x.reg_dt, '%Y%m%d'), x.new_days) - DATE_FORMAT(NOW(), '%Y%m%d') AS new_day               ,x.nm /* 게시글구분 - 1(공지글), 2(게시글) */               ,x.master_no               ,x.board_no               ,x.category_no               ,x.upper_no               ,x.ref_sort /* 답변정렬순서 */               ,x.ref_lvl /* 답변 레벨 */               ,x.title               ,x.content               ,x.top_yn /* 최상단 표시 여부 */               ,x.use_yn               ,x.summary               ,x.file_attach_cnt               ,IFNULL(x.read_cnt, 0) AS read_cnt               ,x.view_gbn /* 공개여부 */               ,x.reg_id               ,x.reg_dt               ,DATE_FORMAT(x.reg_dt, '%Y.%m.%d')as reg_date               ,x.user_nm               ,upd.nm_kor as nm_kor_upd               ,x.main_team               ,x.status /* 처리상황 */               ,(SELECT category_nm FROM ishomedb.tz_board_category WHERE category_no = x.category_no AND master_no = x.master_no) AS category_nm               ,(SELECT sort FROM ishomedb.tz_board_category WHERE category_no = x.category_no AND master_no = x.master_no) AS sort               ,mem.nm_kor               ,mem.login_id               ,mem.addr1               ,x.count_no /* 게시물 답변 갯수 */               ,x.recom_cnt               ,x.down_cnt               ,(SELECT DISTINCT upload_seq FROM ishomedb.tz_education_column_simage_file_seq WHERE upload_seq = x.sub_thumbnail_file_seq) AS sub_thumbnail_upload_seq /* 메인 썸네일 업로드 일련번호 */               ,(SELECT DISTINCT file_seq FROM ishomedb.tz_education_column_simage_file_seq WHERE upload_seq = x.sub_thumbnail_file_seq) AS sub_thumbnail_file_seq /* 메인 썸네일 파일 일련번호 */               ,upb.reg_id AS upper_reg_id               ,x.board_cnt               ,x.nickname               ,x.read_auth               ,x.sub_category_no               ,DATE_FORMAT(x.upd_dt, '%Y.%m.%d') as upd_date               ,x.upd_dt         FROM (             SELECT 1 AS nm                   ,NULL AS board_num                              ,bm.new_days                   ,b.master_no                   ,b.board_no                   ,b.category_no                   ,b.upper_no                   ,b.ref_sort                   ,b.ref_lvl                   ,b.title                   ,b.content                    ,b.top_yn                   ,b.summary                   ,b.file_seq                   ,b.file_attach_cnt                   ,b.sub_thumbnail_file_seq                   ,b.read_cnt                   ,b.view_gbn                   ,b.use_yn                   ,b.reg_id                   ,b.reg_dt                   ,b.upd_id                   ,b.user_nm                   ,c.code_nm as main_team                   ,b.status                   ,b.read_auth                   ,b.upd_dt                   ,p.nickname                   ,(SELECT COUNT(1) FROM tz_board_recommend WHERE board_no = b.board_no) AS recom_cnt                   ,(SELECT SUM(download_cnt) FROM ishomedb.tz_board_file_seq WHERE upload_seq = b.file_seq) AS down_cnt                   ,(SELECT COUNT(1) FROM tz_board_comment WHERE board_no = b.board_no) AS board_cnt                   ,(SELECT COUNT(1) FROM ishomedb.tz_board WHERE upper_no = b.upper_no) AS count_no /* 게시물 답변 갯수 */                   ,b.sub_category_no             FROM ishomedb.tz_board b             LEFT JOIN ishomedb.tz_code c             ON b.main_team = c.code_no             AND c.code_gbn = '10168'             LEFT OUTER JOIN ishomedb.tz_board_master bm             ON b.master_no = bm.master_no             LEFT JOIN ishomedb.tz_profile p             ON b.reg_id = p.reg_id             WHERE b.top_yn = 'Y'                  AND b.master_no = '189'                      UNION ALL                      (SELECT 2 AS nm                             ,((          SELECT COUNT(b.board_no)         FROM ishomedb.tz_board b         LEFT JOIN tz_member m         ON b.reg_id = m.user_id         LEFT JOIN tz_member mu         ON b.upd_id = mu.user_id         LEFT JOIN tz_code c         ON b.main_team = c.code_no         AND c.code_gbn = '10168'         LEFT JOIN ishomedb.tz_profile p         ON b.reg_id = p.reg_id         INNER JOIN tz_board upb         ON ABS(b.upper_no) = upb.board_no                    WHERE  IFNULL(b.top_yn, 'N') = 'N'                                                    AND b.master_no = '189'                                                                                      /* 기간  start */             AND DATE_FORMAT(b.reg_dt,'%Y.%m.%d')  >=  DATE_FORMAT('2015.01.28', '%Y.%m.%d')                           /* 기간  end */             AND DATE_FORMAT(b.reg_dt,'%Y.%m.%d')  <=  DATE_FORMAT('2015.04.28', '%Y.%m.%d')             ) - 0 - (@rownum := @rownum + 1)) + 1 AS board_num /*게시글일련번호*/                                  ,bm.new_days                   ,b.master_no                   ,b.board_no                   ,b.category_no                   ,b.upper_no                   ,b.ref_sort                   ,b.ref_lvl                   ,b.title                   ,b.content                        ,b.top_yn                   ,b.summary                   ,b.file_seq                   ,b.file_attach_cnt                   ,b.sub_thumbnail_file_seq                   ,b.read_cnt                   ,IF(ref_lvl >= 1, (                       SELECT view_gbn FROM ishomedb.tz_board WHERE board_no = ABS(b.upper_no)                    ), view_gbn) AS view_gbn /* 답변글일 경우 상위 글의 공개 여부를 가져옴 */                   ,b.use_yn                   ,b.reg_id                   ,b.reg_dt                   ,b.upd_id                   ,b.user_nm                    ,c.code_nm                   ,b.status                   ,b.read_auth                   ,b.upd_dt                   ,p.nickname                   ,(SELECT COUNT(1) FROM tz_board_recommend WHERE board_no = b.board_no) AS recom_cnt                   ,(SELECT SUM(download_cnt) FROM ishomedb.tz_board_file_seq WHERE upload_seq = b.file_seq) AS down_cnt                   ,(SELECT COUNT(1) FROM tz_board_comment WHERE board_no = b.board_no) AS board_cnt                   ,(SELECT COUNT(1) FROM ishomedb.tz_board WHERE upper_no = b.upper_no) AS count_no /* 게시물 답변 갯수 */                   ,b.sub_category_no             FROM ishomedb.tz_board b             LEFT JOIN ishomedb.tz_member m             ON b.reg_id = m.user_id             LEFT JOIN ishomedb.tz_member mu             ON b.upd_id = mu.user_id             LEFT JOIN ishomedb.tz_code c             ON b.main_team = c.code_no             AND c.code_gbn = '10168'             LEFT JOIN ishomedb.tz_board_master bm             ON b.master_no = bm.master_no             AND bm.master_no = '189'             LEFT JOIN ishomedb.tz_profile p             ON b.reg_id = p.reg_id                           INNER JOIN (SELECT @rownum := 0) rownum                                                    WHERE  IFNULL(b.top_yn, 'N') = 'N'                                                    AND b.master_no = '189'                                                                                      /* 기간  start */             AND DATE_FORMAT(b.reg_dt,'%Y.%m.%d')  >=  DATE_FORMAT('2015.01.28', '%Y.%m.%d')                           /* 기간  end */             AND DATE_FORMAT(b.reg_dt,'%Y.%m.%d')  <=  DATE_FORMAT('2015.04.28', '%Y.%m.%d')                                  ORDER BY b.upper_no, b.ref_sort                             LIMIT 0, 30             )         ) x         LEFT OUTER JOIN tz_member mem         ON x.reg_id = mem.user_id         LEFT OUTER JOIN tz_member upd         ON x.upd_id = upd.user_id         INNER JOIN tz_board upb         ON ABS(x.upper_no) = upb.board_no                       ORDER BY nm, upper_no, ref_sort; "
2015-04-28 02:31:15,ishome[ishome],192.168.150.41,32.869002,0.001185,114,8151,"SELECT  a.menu_no   /* 메뉴 ID */                ,a.upper_no  /* 부모 메뉴 ID */                ,a.menu_nm   /* 메뉴 한글명  */                ,mth.func_rw /* 메뉴 Read, Write */                ,a.sort      /* 정렬 */                ,ishomedb.uf_menu_connect_by_path(' > ', a.menu_no, 4) AS path  /* 메뉴한글 Path */                ,IFNULL((CASE WHEN a.menu_url = '' THEN ''                              ELSE CONCAT('/sigong', a.menu_url)                         END), '') AS menu_url   /* 메뉴 URL */                                         ,(CASE WHEN (CASE  WHEN b.level >= @maxlevel THEN 1                                   ELSE COALESCE( ( SELECT  0                                                    FROM    ishomedb.tz_menu a                                                    WHERE   a.upper_no = b.menu_no                                                    LIMIT   1), 1)                              END) = 1 THEN 'page'                                       ELSE 'folder'                 END) AS leaf                    /* 마지막 노드 구분 */                  FROM   ishomedb.tz_menu a                  INNER  JOIN ( SELECT  ishomedb.uf_menu_connect_by(@maxlevel) AS menu_no                              ,CAST(@level AS SIGNED) AS level                        FROM    ( SELECT  @start_with := -1, /* start upper_no code*/                                         @id := @start_with,                                          @level := 0,                                         @maxlevel := 10                                ) vars,                                  ishomedb.tz_menu                       WHERE   @id IS NOT NULL                      ) b         ON     a.menu_no = b.menu_no 		 		INNER  JOIN ishomedb.tz_menu_auth mth 		ON     a.menu_no = mth.menu_no 		 		INNER  JOIN ishomedb.tz_manager mag 		ON     mth.auth_gbn = mag.auth_gbn 		AND    mag.manager_id = 417992 		AND    mag.auth_gbn = '10007'          WHERE  a.use_yn = 'Y'         AND    a.menu_sort = 'adminTeacher'; "
2015-04-28 02:37:58,ishome[ishome],192.168.150.80,215.379996,0.000180,1,0,"SELECT COUNT(a.manager_id) AS cnt           FROM   ishomedb.tz_manager a                   INNER  JOIN ( SELECT  code_no                              ,code_nm                       FROM   ishomedb.tz_code                       WHERE  code_gbn = 10001                     ) b         ON      b.code_no = a.auth_gbn                  WHERE   a.manager_id = 147           AND   a.auth_gbn = 10010; "
2015-04-28 02:37:58,ishome[ishome],192.168.150.41,155.290530,0.000120,1,1,"SELECT ttt.team_nm, COUNT(1) as total_count         FROM tz_teacher tt         INNER JOIN tz_teacher_team_part ttp ON tt.part_no = ttp.part_no         INNER JOIN tz_teacher_team ttt ON ttp.team_no = ttt.team_no         WHERE tt.teacher_id = 417992; "
2015-04-28 02:37:58,ishome[ishome],192.168.150.41,34.587498,0.000146,0,0,"SELECT IFNULL(attend_dt, '-') as attend_dt               , IFNULL(leave_dt, '-') as leave_dt         FROM tz_teacher_attend          WHERE  work_de = curdate()                    AND attend_dt >= curdate()                                                          AND teacher_id = 417992; "
2015-04-28 02:37:58,ishome[ishome],192.168.150.41,90.512774,0.000141,1,158,"SELECT count(*) as cnt     		FROM ishomedb.tz_student 		WHERE teacher_id = 417992 		  AND manage_start_de is null 		  AND end_de >= now(); "
2015-04-28 02:37:58,ishome[ishome],192.168.150.41,177.454501,0.000904,3,28,"select              a.f_stu_test_id             ,a.f_test_id             ,a.f_user_cd             ,c.f_subject_cd /*과목CD */             ,c.f_grade_cd /*학년CD */             ,c.f_kind_cd             ,edubasestudydb.testNmCreate (c.f_grade_cd, c.f_term_cd, c.f_test_nm, c.f_no) f_test_nm             ,edubasestudydb.testNmCreateA(c.f_grade_cd, c.f_term_cd, c.f_test_nm, c.f_no) f_test_nm_all                    ,m.login_id             ,m.user_id             /*명칭*/             ,m.nm_kor user_nm             ,m.class_nm             ,d.f_point             ,b.f_rpoint             ,(case when b.f_input_path is null then '' else b.f_input_path end) f_input_path             ,b.f_result             ,b.f_num             ,d.f_problem_id             ,b.f_advice             ,b.f_input             ,'0' re_score         from             edubasestudydb.t_student_test a             inner join ishomedb.tz_student s on a.f_user_cd  = s.student_no             inner join ishomedb.tz_member  m on s.student_id = m.user_id            ,edubasestudydb.t_student_test_problem b            ,edubasestudydb.t_test c            ,edubasestudydb.t_test_problem d         where 1=1           and a.f_stu_test_id  = b.f_stu_test_id           and a.f_test_id      = c.f_test_id           and a.f_test_id      = d.f_test_id           and b.f_num          = d.f_num           and a.f_stu_test_id = 972318412                           and b.f_result = 'A' /* 채점해야할문항만 */                                   order by f_num; "
2015-04-28 02:37:58,ishome[ishome],192.168.150.41,298.126609,0.000201,1,25,"SELECT DISTINCT  		         'Y' AS is_finish 		        ,st.f_test_id 		        ,st.f_ischeckpoint 		        ,st.f_stu_test_id 		        ,t.f_problem_cnt 		        ,SUM(IF(stp.f_result='1', 1, 0)) AS f_correct_cnt 		        ,SUM(IF(stp.f_result   <>   '1', 1, 0)) AS f_incorrect_cnt 		        ,st.f_point 		        ,st2.f_test_dt         /* 틀린문제 풀이 날짜 (틀린문제 풀이 유무 판단) */ 		FROM edubasestudydb.t_student_test st 		INNER JOIN edubasestudydb.t_test t 		        ON t.f_test_id = st.f_test_id	 		LEFT OUTER JOIN edubasestudydb.t_student_test2 st2 		        ON st2.f_stu_test_id = st.f_stu_test_id AND st2.f_kind_cd = '01' 		LEFT OUTER JOIN edubasestudydb.t_student_test_problem stp 		        ON stp.f_stu_test_id = st.f_stu_test_id 		WHERE st.f_stu_test_id = '972343717' 		LIMIT 1; "
2015-04-28 02:37:58,ishome[ishome],192.168.150.80,282.044383,0.000272,1,109,"SELECT CONCAT(m.nm_kor, '(', m.login_id, ')') as answerInfo             ,date_format(q.f_reg_dt, '%Y.%m.%d') f_reg_dt             ,(CASE WHEN q.f_answer_state = 'N' THEN                 '답변중'             ELSE                 '답변완료'             END) answer_state             ,q.f_answer_state             ,edubasestudydb.tCodeRefNm(f_subject_cd) AS f_subject_nm             ,CONCAT(edubasestudydb.tCodeRefNm(q.f_kind_cd),              (CASE WHEN f_no=1 THEN                  '(기본)'                 WHEN f_no=2 THEN                 '(심화)'                 WHEN f_no=3 THEN                 '(보충)'                END)             ) f_test_nm             ,CONCAT(q.f_grade_cd, '학년 ', q.f_term_cd, '학기') f_grade_term             ,q.f_sg_qna_path             ,q.f_txt_answer             ,q.f_answer             ,q.file_seq             ,qf.save_file_nm         FROM edubasestudydb.t_math_qna q         LEFT OUTER JOIN edubasestudydb.t_math_qna_file_seq qf         ON q.file_seq = qf.upload_seq         LEFT OUTER JOIN ishomedb.tz_student s         ON s.student_no = q.f_user_cd         LEFT OUTER JOIN ishomedb.tz_member m         ON s.student_id = m.user_id         WHERE q.f_math_id = '2643'; "
2015-04-28 02:37:58,ishome[ishome],192.168.150.41,70.910491,0.001755,104,156898,"SELECT student_no               ,student_id               ,parent_id               ,teacher_id               ,group_nm               ,grade_gbn               ,gender                              ,user_id               ,login_id               ,p_login_id               ,p_nm_kor               ,nm_kor               ,tel               ,mobile               ,blacklist_yn               ,manage_start_de               ,start_de               ,end_de               ,pur_start_de               ,pur_end_de               ,product_no               ,last_dt               ,student_consult_dt               ,student_consult_gbn               ,student_consult_content               ,parent_consult_dt               ,parent_consult_gbn               ,parent_consult_content               ,product_nm               ,status               ,plan_cnt + math_plan_cnt + theme_plan_cnt AS plan_cnt               ,act_cnt + math_act_cnt + theme_act_cnt AS act_cnt               ,CASE WHEN plan_cnt + math_plan_cnt + theme_plan_cnt = 0 THEN ''                      WHEN plan_cnt + math_plan_cnt + theme_plan_cnt = act_cnt + math_act_cnt + theme_act_cnt THEN 'O'                     WHEN act_cnt + math_act_cnt + theme_act_cnt = 0 THEN 'X'                     ELSE 'U'                END AS study_status                   ,              (SELECT stat_day19 FROM tz_stat_lms_study_complete_mgnt WHERE student_no = A.student_no AND plan_month = '2015-04')                      as stat_day1         ,              (SELECT stat_day20 FROM tz_stat_lms_study_complete_mgnt WHERE student_no = A.student_no AND plan_month = '2015-04')                      as stat_day2         ,              (SELECT stat_day21 FROM tz_stat_lms_study_complete_mgnt WHERE student_no = A.student_no AND plan_month = '2015-04')                      as stat_day3         ,              (SELECT stat_day22 FROM tz_stat_lms_study_complete_mgnt WHERE student_no = A.student_no AND plan_month = '2015-04')                      as stat_day4         ,              (SELECT stat_day23 FROM tz_stat_lms_study_complete_mgnt WHERE student_no = A.student_no AND plan_month = '2015-04')                      as stat_day5         ,              (SELECT stat_day24 FROM tz_stat_lms_study_complete_mgnt WHERE student_no = A.student_no AND plan_month = '2015-04')                      as stat_day6         ,              (SELECT stat_day25 FROM tz_stat_lms_study_complete_mgnt WHERE student_no = A.student_no AND plan_month = '2015-04')                      as stat_day7         ,              (SELECT stat_day26 FROM tz_stat_lms_study_complete_mgnt WHERE student_no = A.student_no AND plan_month = '2015-04')                      as stat_day8         ,              (SELECT stat_day27 FROM tz_stat_lms_study_complete_mgnt WHERE student_no = A.student_no AND plan_month = '2015-04')                      as stat_day9         ,              (SELECT stat_day28 FROM tz_stat_lms_study_complete_mgnt WHERE student_no = A.student_no AND plan_month = '2015-04')                      as stat_day10         ,              '-'                       as stat_day11         ,                         '-'                       as stat_day12         ,                         '-'                      as stat_day13         ,              '-'                       as stat_day14                       FROM (               SELECT a.student_no                   ,a.student_id                   ,c.parent_id                   ,a.teacher_id                   ,IFNULL((SELECT group_nm FROM ishomedb.tz_student_group WHERE group_no = a.group_no), '미지정') AS group_nm                   ,a.grade_gbn                   ,CASE WHEN c.gender = 'M' THEN '남'                         WHEN c.gender = 'F' THEN '여'                         ELSE '-'                   END AS gender                                  ,c.user_id                   ,c.login_id                   ,p.login_id AS p_login_id                   ,p.nm_kor AS p_nm_kor                   ,c.nm_kor                   ,CONCAT(c.tel1,'-',c.tel2,'-',c.tel3) AS tel                   ,CONCAT(c.mobile1,'-',c.mobile2,'-',c.mobile3) AS mobile                   ,c.blacklist_yn                   ,IFNULL(a.manage_start_de,'9999.99.99') as manage_start_de                   ,DATE_FORMAT(a.start_de, '%Y.%m.%d') AS start_de                   ,DATE_FORMAT(a.end_de, '%Y.%m.%d') AS end_de                   ,DATE_FORMAT(pur.start_de, '%Y.%m.%d') AS pur_start_de                   ,DATE_FORMAT(pur.end_de, '%Y.%m.%d') AS pur_end_de                   ,pur.product_no                   ,(SELECT MAX(login_dt)   FROM ishomedb.tz_connect_log WHERE user_id = a.student_id) AS last_dt                   ,(SELECT MAX(consult_org_dt) FROM ishomedb.tz_lms_consult                      WHERE student_no = a.student_no                      AND target_id=c.user_id                      AND content IS NOT NULL) AS student_consult_dt                 ,(SELECT code.code_nm                      FROM ishomedb.tz_lms_consult con                     LEFT JOIN tz_code code                     ON con.consult_gbn = code.code_no                     AND code.code_gbn = '10130'                     WHERE con.student_no = a.student_no AND target_id=c.user_id                      AND con.content IS NOT NULL                     ORDER BY con.consult_org_dt DESC                     LIMIT 1                  ) AS student_consult_gbn                 ,(SELECT substring(content, 1, 30)                      FROM ishomedb.tz_lms_consult                      WHERE student_no = a.student_no AND target_id=c.user_id                     AND content IS NOT NULL                     ORDER BY consult_org_dt DESC                     LIMIT 1                  ) AS student_consult_content                         ,(SELECT MAX(consult_org_dt) FROM ishomedb.tz_lms_consult                      WHERE student_no = a.student_no                      AND target_id=p.user_id                       AND content IS NOT NULL) AS parent_consult_dt                 ,(SELECT code.code_nm                      FROM ishomedb.tz_lms_consult con                     LEFT JOIN tz_code code                     ON con.consult_gbn = code.code_no                     AND code.code_gbn = '10130'                     WHERE con.student_no = a.student_no AND target_id=p.user_id                     AND con.content IS NOT NULL                     ORDER BY con.consult_org_dt DESC                     LIMIT 1                  ) AS parent_consult_gbn                 ,(SELECT substring(content, 1, 30)                      FROM ishomedb.tz_lms_consult                      WHERE student_no = a.student_no AND target_id=p.user_id                     AND content IS NOT NULL                     ORDER BY consult_org_dt DESC                     LIMIT 1                  ) AS parent_consult_content                   ,ishomedb.uf_study_product_nm(a.student_no) as product_nm                   ,CASE WHEN c.user_gbn_cls = '10004' THEN   /* 안드로이드 사용자 접속 정보 */                         'Android'                         WHEN COALESCE(s.user_id, -1) > 0 THEN 'ON'                          ELSE 'OFF'                     END AS status                                      ,COUNT(DISTINCT lpm.module_no) AS plan_cnt                   ,COUNT(DISTINCT lph.category_no) AS math_plan_cnt                   ,COUNT(DISTINCT lpt.material_no) AS theme_plan_cnt                   ,COUNT(DISTINCT lam.clear_dt) AS act_cnt                   ,COUNT(DISTINCT lph.clear_dt) AS math_act_cnt                   ,COUNT(DISTINCT lpt.clear_dt) AS theme_act_cnt                   ,tee.app_reason             FROM ishomedb.tz_student a                             	            INNER JOIN ishomedb.tz_purchase_student pch 	            ON a.student_no = pch.temp_student_no 	            INNER JOIN ishomedb.tz_purchase pur 	            ON pch.purchase_no = pur.purchase_no 	            INNER JOIN tz_product pd 	            ON pur.product_no = pd.product_no 	                                        AND pd.service_com_yn = 'Y'                               INNER JOIN ishomedb.tz_member c             ON a.student_id = c.user_id             INNER JOIN ishomedb.tz_member p             ON p.user_id = c.parent_id             INNER JOIN ishomedb.tz_teacher d             ON a.teacher_id = d.teacher_id             LEFT OUTER JOIN ishomedb.tz_connect_session s             ON a.student_id = s.user_id             LEFT OUTER JOIN ishomedb.tz_lms_plan_module lpm             ON lpm.student_no = a.student_no             AND DATE_FORMAT(DATE_ADD(NOW(), INTERVAL -1 DAY), '%Y%m%d') = DATE_FORMAT(lpm.plan_de, '%Y%m%d')             LEFT OUTER JOIN ishomedb.tz_lms_module lm             ON lm.module_no = lpm.module_no             LEFT OUTER JOIN ishomedb.tz_lms_act_module lam             ON lam.module_no = lm.module_no             AND lpm.plan_de = lam.plan_de             AND lpm.student_no = lam.student_no             LEFT OUTER JOIN ishomedb.tz_lcms_study_lesson lsl             ON lsl.subj_lesson_no = lm.subj_lesson_no             LEFT OUTER JOIN ishomedb.tz_lcms_plan_math lph             ON lpm.student_no = lph.student_no             AND lpm.plan_de = lph.plan_de             LEFT OUTER JOIN ishomedb.tz_lms_plan_theme lpt             ON lpm.student_no = lpt.student_no             AND lpm.plan_de = lpt.plan_de             LEFT OUTER JOIN ishomedb.tz_experience tee              ON tee.purchase_no = pur.purchase_no and tee.parent_id = pur.purchase_no and tee.student_id = pur.student_id                            WHERE               c.search_yn = 'Y'             AND a.teacher_id = 417992             AND IFNULL(c.user_gbn_cls, '10001') != '10002'                                	             	              	                AND ( 	                    a.end_de is not null 	                    AND 	                    date_format(a.end_de, '%Y%m%d')   >=   date_format(NOW(), '%Y%m%d') 	                )  	                  	                                                                                                                                                                                                                                              GROUP BY a.student_no         ) A           ORDER BY manage_start_de DESC; "
2015-04-28 02:43:20,ishome[ishome],192.168.150.41,302.274425,0.000636,20,78099,"SELECT a.f_stu_test_id 		    ,a.f_test_id 		    ,a.f_user_cd 		    ,a.f_point 		    ,a.f_ischeckpoint 		    ,c.f_subject_cd /*과목CD */ 		    ,c.f_grade_cd /*학년CD */ 		    ,c.f_kind_cd 		    ,DATE_FORMAT(a.f_test_dt, '%Y.%m.%d') f_test_dt /*평가일*/ 		    ,IFNULL(DATE_FORMAT(a.f_checkpoint_dt, '%Y.%m.%d'), '미채점') f_checkpoint_dt /*채점일*/ 	        ,CONCAT('[', SUBSTRING(c.f_grade_cd, -1), '-', SUBSTRING(c.f_term_cd, -1), ' ', z.f_caption,  	          CASE WHEN (lsl.lesson_gbn = 10002 OR lsl.lesson_gbn = 10003) THEN '] ' 	               ELSE CONCAT(' ', SUBSTRING(lsl.order_key, 1, 2), '] ') 	          END,  	            CASE WHEN lsl.lesson_gbn = 10001 THEN CONCAT(lsl.sort, '.') 	                 WHEN (lsl.lesson_gbn = 10002 OR lsl.lesson_gbn = 10003) THEN '' 	                 ELSE CONCAT(lsl.sort, '장.')  	            END,  	            CASE WHEN (lsl.lesson_gbn = 10002 OR lsl.lesson_gbn = 10003) THEN c.f_test_nm 	                 WHEN CHAR_LENGTH(c.f_test_nm) > 12 THEN CONCAT(SUBSTRING(c.f_test_nm, 1, 9), '...')  	                 ELSE c.f_test_nm END,  	            CONCAT('(', c.f_no, '회차)')) AS f_test_nm 	        ,CONCAT('[', SUBSTRING(c.f_grade_cd, -1), '-', SUBSTRING(c.f_term_cd, -1), ' ', z.f_caption,  	          CASE WHEN (lsl.lesson_gbn = 10002 OR lsl.lesson_gbn = 10003) THEN '] ' 	               ELSE CONCAT(' ', SUBSTRING(lsl.order_key, 1, 2), '] ') 	          END,  	            CASE WHEN lsl.lesson_gbn = 10001 THEN CONCAT(lsl.sort, '.') 	                 WHEN (lsl.lesson_gbn = 10002 OR lsl.lesson_gbn = 10003) THEN '' 	                 ELSE CONCAT(lsl.sort, '장.')  	            END, c.f_test_nm,  	            CONCAT('(', c.f_no, '회차)')) AS f_test_nm_all 		    ,m.login_id 		    ,m.user_id 		    ,m.nm_kor user_nm 		    ,a.student_no 		    ,a.teacher_id 		    ,x.f_caption f_kind_cd_nm    /*평가구분*/ 		    ,y.f_caption f_grade_cd_nm   /*학년구분*/ 		    ,z.f_caption f_subject_cd_nm /*과목구분*/ 		    ,IFNULL((SELECT group_nm FROM ishomedb.tz_student_group WHERE group_no = a.group_no), '미지정') AS group_nm  		    ,c.f_problem_cnt             ,SUM(IF(stp.f_result='0', 0, 1)) AS r_cnt             ,SUM(IF(stp.f_result='0', 1, 0)) AS w_cnt 	    FROM ( 	        SELECT st.* 	            ,ist.student_no 	            ,ist.student_id 	            ,ist.teacher_id 	            ,ist.group_no 	        FROM edubasestudydb.t_student_test st 	        INNER JOIN ( 	            SELECT MAX(f_stu_test_id) AS f_stu_test_id, s.* 	            FROM edubasestudydb.t_student_test st 	            INNER JOIN ishomedb.tz_student s  	            ON st.f_user_cd = s.student_no 	            WHERE s.teacher_id = 417992                 AND DATE_FORMAT(IFNULL(s.end_de, NOW()), '%Y-%m-%d') >= DATE_FORMAT(NOW(), '%Y-%m-%d') 	            GROUP BY f_test_id, f_user_cd 	        ) ist 	        ON st.f_stu_test_id = ist.f_stu_test_id 	    ) a 		INNER JOIN ishomedb.tz_purchase_student pch  		ON a.student_no = pch.temp_student_no 		INNER JOIN ishomedb.tz_purchase pur 		ON pch.purchase_no = pur.purchase_no 		INNER JOIN ishomedb.tz_member m 		ON a.student_id = m.user_id     		INNER JOIN edubasestudydb.t_test c 		ON a.f_test_id = c.f_test_id         INNER JOIN ishomedb.tz_lcms_study_lesson lsl         ON lsl.subj_lesson_no = c.f_chapter_cd 		INNER JOIN edubasestudydb.t_code_ref x 		ON c.f_kind_cd = CONCAT(x.f_group_id, x.f_detail_id) AND x.f_group_id = 'T1' 		INNER JOIN edubasestudydb.t_code_ref y  		ON c.f_grade_cd = CONCAT(y.f_group_id, y.f_detail_id) AND y.f_group_id = 'GR' 		INNER JOIN edubasestudydb.t_code_ref z  		ON c.f_subject_cd = CONCAT(z.f_group_id, z.f_detail_id) AND z.f_group_id = 'SB' 		LEFT OUTER JOIN edubasestudydb.t_student_test_problem stp 		ON stp.f_stu_test_id = a.f_stu_test_id         WHERE IFNULL(pur.status_gbn, '') != 10010                                                  AND a.f_ischeckpoint = 'N'                                                                                           GROUP BY a.f_stu_test_id         ORDER BY                    f_ischeckpoint DESC, f_test_dt DESC, c.f_grade_cd, c.f_term_cd, c.f_subject_cd, c.f_kind_cd, c.f_no; "
